idx,reduced_embeddings
402,"[0.0, 4.478752613067627, 0.0, 0.0, 2.3398375511169434, 3.1382369995117188, 1.9330484867095947, 0.0, 3.1510043144226074, 1.5779623985290527, 0.0, 0.0, 0.14378227293491364, 0.0, 1.6556074619293213, 1.6240330934524536, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8735504150390625, 0.0, 0.0, 0.0, 0.0, 0.8549233675003052, 0.0, 0.0, 0.0, 2.8591408729553223, 0.0, 3.4810619354248047, 0.0, 4.135700225830078, 0.0, 3.892024517059326, 0.0, 0.0, 0.0, 3.24411940574646, 5.14040470123291, 0.0, 2.616908550262451, 0.0, 0.0, 0.38937628269195557, 0.0, 0.726616621017456, 0.0, 0.0, 2.4753177165985107, 0.0, 0.0, 0.0, 0.0, 0.0, 4.440492153167725, 0.0, 0.0, 0.0, 0.14346998929977417, 1.6879963874816895, 0.8730666637420654]"
71,"[0.0, 4.365612983703613, 0.0, 0.0, 2.3800554275512695, 2.963871717453003, 1.9368069171905518, 0.0, 3.047736167907715, 1.4470198154449463, 0.0, 0.0, 0.13912753760814667, 0.0, 1.629211664199829, 1.607575535774231, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8290379047393799, 0.0, 0.0, 0.0, 0.0, 0.8292553424835205, 0.0, 0.0, 0.0, 2.659054756164551, 0.0, 3.4396986961364746, 0.0, 4.0583648681640625, 0.0, 3.843564510345459, 0.0, 0.0, 0.0, 3.0538101196289062, 4.997515678405762, 0.0, 2.523728609085083, 0.0, 0.0, 0.3744955062866211, 0.0, 0.7664505243301392, 0.0, 0.0, 2.418942928314209, 0.0, 0.0, 0.0, 0.0, 0.0, 4.248850345611572, 0.0, 0.0, 0.0, 0.13843493163585663, 1.6908833980560303, 0.8182721138000488]"
427,"[0.0, 4.420711517333984, 0.0, 0.0, 2.4753847122192383, 2.7669053077697754, 2.121613025665283, 0.0, 2.955841541290283, 1.4322322607040405, 0.0, 0.0, 0.2016211748123169, 0.0, 1.7476507425308228, 1.7442083358764648, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8352316617965698, 0.0, 0.0, 0.0, 0.0, 0.6683375835418701, 0.0, 0.0, 0.0, 2.599479913711548, 0.0, 3.6184964179992676, 0.0, 4.267789363861084, 0.0, 3.855668783187866, 0.0, 0.0, 0.0, 2.843991279602051, 5.054143905639648, 0.0, 2.4688401222229004, 0.0, 0.0, 0.368726909160614, 0.0, 0.8824863433837891, 0.0, 0.0, 2.456435203552246, 0.0, 0.0, 0.0, 0.0, 0.0, 4.1031494140625, 0.0, 0.0, 0.0, 0.061058200895786285, 1.6714566946029663, 0.7921416759490967]"
352,"[0.0, 4.368770599365234, 0.0, 0.0, 2.356938362121582, 2.8978428840637207, 1.9709553718566895, 0.0, 3.066462516784668, 1.4773237705230713, 0.0, 0.0, 0.1374971866607666, 0.0, 1.6544703245162964, 1.6233775615692139, 0.0, 0.0, 0.0, 0.0, 0.0, 1.812037467956543, 0.0, 0.0, 0.0, 0.0, 0.7978195548057556, 0.0, 0.0, 0.0, 2.682290554046631, 0.0, 3.4372990131378174, 0.0, 4.087854385375977, 0.0, 3.7856481075286865, 0.0, 0.0, 0.0, 3.041062116622925, 5.005580425262451, 0.0, 2.5186612606048584, 0.0, 0.0, 0.39413517713546753, 0.0, 0.8214098215103149, 0.0, 0.0, 2.4454259872436523, 0.0, 0.0, 0.0, 0.0, 0.0, 4.248560428619385, 0.0, 0.0, 0.0, 0.12143852561712265, 1.6305687427520752, 0.8318519592285156]"
716,"[0.0, 4.381389617919922, 0.0, 0.0, 2.3690857887268066, 2.910033702850342, 2.027182102203369, 0.0, 3.047955274581909, 1.5276284217834473, 0.0, 0.0, 0.07677125930786133, 0.0, 1.6926202774047852, 1.6724209785461426, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8867425918579102, 0.0, 0.0, 0.0, 0.0, 0.7542350888252258, 0.0, 0.0, 0.0, 2.666928291320801, 0.0, 3.5533833503723145, 0.0, 4.227660655975342, 0.0, 3.8264377117156982, 0.0, 0.0, 0.0, 3.130171537399292, 4.960692405700684, 0.0, 2.6071414947509766, 0.0, 0.0, 0.436434268951416, 0.0, 0.8151735067367554, 0.0, 0.0, 2.4727816581726074, 0.0, 0.0, 0.0, 0.0, 0.0, 4.31535530090332, 0.0, 0.0, 0.0, 0.13756413757801056, 1.7201555967330933, 0.7873814702033997]"
758,"[0.0, 4.1309356689453125, 0.0, 0.0, 2.249859094619751, 2.9015190601348877, 1.856231451034546, 0.0, 2.8230130672454834, 1.428317904472351, 0.0, 0.0, 0.12115953862667084, 0.0, 1.4753731489181519, 1.497248888015747, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7085061073303223, 0.0, 0.0, 0.0, 0.0, 0.8409549593925476, 0.0, 0.0, 0.0, 2.5708134174346924, 0.0, 3.209400177001953, 0.0, 3.816499710083008, 0.0, 3.625798225402832, 0.0, 0.0, 0.0, 2.9587769508361816, 4.7199554443359375, 0.0, 2.4061665534973145, 0.0, 0.0, 0.36097782850265503, 0.0, 0.588750958442688, 0.0, 0.0, 2.172311305999756, 0.0, 0.0, 0.0, 0.0, 0.0, 4.004655838012695, 0.0, 0.0, 0.0, 0.14729951322078705, 1.5286494493484497, 0.7415130734443665]"
137,"[0.0, 4.2365288734436035, 0.0, 0.0, 2.2640528678894043, 2.7974047660827637, 1.885368824005127, 0.0, 3.0278496742248535, 1.3847352266311646, 0.0, 0.0, 0.01827719807624817, 0.0, 1.6197547912597656, 1.6052993535995483, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9044078588485718, 0.0, 0.0, 0.0, 0.0, 0.7948880195617676, 0.0, 0.0, 0.0, 2.5417232513427734, 0.0, 3.318974018096924, 0.0, 4.019045829772949, 0.0, 3.7223312854766846, 0.0, 0.0, 0.0, 3.059631824493408, 4.83096981048584, 0.0, 2.4827966690063477, 0.0, 0.0, 0.40295499563217163, 0.0, 0.838018000125885, 0.0, 0.0, 2.4245378971099854, 0.0, 0.0, 0.0, 0.0, 0.0, 4.210909843444824, 0.0, 0.0, 0.0, 0.18993596732616425, 1.6404340267181396, 0.7919659614562988]"
814,"[0.0, 4.101868629455566, 0.0, 0.0, 2.285651683807373, 2.608597755432129, 1.8235669136047363, 0.0, 2.8485655784606934, 1.2553093433380127, 0.0, 0.0, 0.08292065560817719, 0.0, 1.4601306915283203, 1.5729914903640747, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8286707401275635, 0.0, 0.0, 0.0, 0.0, 0.7496477961540222, 0.0, 0.0, 0.0, 2.50669527053833, 0.0, 3.201490879058838, 0.0, 3.7581658363342285, 0.0, 3.7165510654449463, 0.0, 0.0, 0.0, 2.9075918197631836, 4.822829246520996, 0.0, 2.3107361793518066, 0.0, 0.0, 0.30836784839630127, 0.0, 0.6796160340309143, 0.0, 0.0, 2.2868151664733887, 0.0, 0.0, 0.0, 0.0, 0.0, 3.89453125, 0.0, 0.0, 0.0, 0.13563856482505798, 1.4546602964401245, 0.791045606136322]"
470,"[0.0, 3.9990921020507812, 0.0, 0.0, 2.342236042022705, 2.3900346755981445, 1.9546997547149658, 0.0, 2.73988676071167, 1.4779021739959717, 0.0, 0.0, 0.1062634140253067, 0.0, 1.611544132232666, 1.6398730278015137, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6566407680511475, 0.0, 0.0, 0.0, 0.0, 0.6289594173431396, 0.0, 0.0, 0.0, 2.449820041656494, 0.0, 3.3435707092285156, 0.0, 3.934739112854004, 0.0, 3.4492311477661133, 0.0, 0.0, 0.0, 2.663703680038452, 4.581254959106445, 0.0, 2.3347890377044678, 0.0, 0.0, 0.38511860370635986, 0.0, 0.7021086812019348, 0.0, 0.0, 2.223888635635376, 0.0, 0.0, 0.0, 0.0, 0.0, 3.757434129714966, 0.0, 0.0, 0.0, 0.05807504802942276, 1.4315605163574219, 0.7714511752128601]"
141,"[0.0, 4.269197463989258, 0.0, 0.0, 2.3187804222106934, 2.899780035018921, 1.9204514026641846, 0.0, 2.955110549926758, 1.4273223876953125, 0.0, 0.0, 0.047623321413993835, 0.0, 1.5690734386444092, 1.6458985805511475, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8812288045883179, 0.0, 0.0, 0.0, 0.0, 0.8133070468902588, 0.0, 0.0, 0.0, 2.6505024433135986, 0.0, 3.4177470207214355, 0.0, 4.006695747375488, 0.0, 3.7906434535980225, 0.0, 0.0, 0.0, 3.181872844696045, 4.882783889770508, 0.0, 2.582376480102539, 0.0, 0.0, 0.42868122458457947, 0.0, 0.6819064617156982, 0.0, 0.0, 2.3885419368743896, 0.0, 0.0, 0.0, 0.0, 0.0, 4.1947174072265625, 0.0, 0.0, 0.0, 0.1658010184764862, 1.6428451538085938, 0.7625643014907837]"
215,"[0.0, 4.308690071105957, 0.0, 0.0, 2.2185728549957275, 3.1440770626068115, 1.893178939819336, 0.0, 3.060870885848999, 1.4605982303619385, 0.0, 0.0, 0.04136615991592407, 0.0, 1.5027391910552979, 1.5194251537322998, 0.0, 0.0, 0.0, 0.0, 0.0, 1.810715675354004, 0.0, 0.0, 0.0, 0.0, 0.921403169631958, 0.0, 0.0, 0.0, 2.7007699012756348, 0.0, 3.305511474609375, 0.0, 3.913266181945801, 0.0, 3.7479803562164307, 0.0, 0.0, 0.0, 3.1685967445373535, 4.960331439971924, 0.0, 2.616137981414795, 0.0, 0.0, 0.402241051197052, 0.0, 0.5460432767868042, 0.0, 0.0, 2.3095011711120605, 0.0, 0.0, 0.0, 0.0, 0.0, 4.311289310455322, 0.0, 0.0, 0.0, 0.11240868270397186, 1.5997298955917358, 0.8367646932601929]"
439,"[0.0, 4.179625511169434, 0.0, 0.0, 2.26137638092041, 2.7820305824279785, 1.8455365896224976, 0.0, 2.871001958847046, 1.407837152481079, 0.0, 0.0, 0.07443009316921234, 0.0, 1.575699806213379, 1.606968641281128, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7994625568389893, 0.0, 0.0, 0.0, 0.0, 0.7770014405250549, 0.0, 0.0, 0.0, 2.569542407989502, 0.0, 3.3257546424865723, 0.0, 3.9523239135742188, 0.0, 3.6896543502807617, 0.0, 0.0, 0.0, 2.995525360107422, 4.758752346038818, 0.0, 2.4275360107421875, 0.0, 0.0, 0.41690170764923096, 0.0, 0.6996269226074219, 0.0, 0.0, 2.296738386154175, 0.0, 0.0, 0.0, 0.0, 0.0, 4.017202377319336, 0.0, 0.0, 0.0, 0.17794285714626312, 1.5624181032180786, 0.7351489067077637]"
139,"[0.0, 4.439323902130127, 0.0, 0.0, 2.3670806884765625, 3.1901016235351562, 1.9286489486694336, 0.0, 3.105679988861084, 1.5302913188934326, 0.0, 0.0, 0.1262061893939972, 0.0, 1.5763628482818604, 1.5968539714813232, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8184425830841064, 0.0, 0.0, 0.0, 0.0, 0.8862797617912292, 0.0, 0.0, 0.0, 2.7764511108398438, 0.0, 3.4602785110473633, 0.0, 4.0599517822265625, 0.0, 3.8735156059265137, 0.0, 0.0, 0.0, 3.2586331367492676, 5.063929080963135, 0.0, 2.6713814735412598, 0.0, 0.0, 0.43727749586105347, 0.0, 0.6673682928085327, 0.0, 0.0, 2.450316905975342, 0.0, 0.0, 0.0, 0.0, 0.0, 4.435001373291016, 0.0, 0.0, 0.0, 0.11963141709566116, 1.7297823429107666, 0.8576898574829102]"
96,"[0.0, 4.00752592086792, 0.0, 0.0, 2.1837992668151855, 2.5994014739990234, 1.8050951957702637, 0.0, 2.810657024383545, 1.2341861724853516, 0.0, 0.0, 0.031263843178749084, 0.0, 1.3937430381774902, 1.510742425918579, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7947545051574707, 0.0, 0.0, 0.0, 0.0, 0.7902282476425171, 0.0, 0.0, 0.0, 2.456894874572754, 0.0, 3.112161159515381, 0.0, 3.668102264404297, 0.0, 3.6021595001220703, 0.0, 0.0, 0.0, 2.8937864303588867, 4.68759822845459, 0.0, 2.3500266075134277, 0.0, 0.0, 0.3154083788394928, 0.0, 0.6098878383636475, 0.0, 0.0, 2.2139859199523926, 0.0, 0.0, 0.0, 0.0, 0.0, 3.8057870864868164, 0.0, 0.0, 0.0, 0.12533873319625854, 1.3838289976119995, 0.8042279481887817]"
656,"[0.0, 4.506621360778809, 0.0, 0.0, 2.4790661334991455, 2.784010887145996, 2.1939258575439453, 0.0, 3.0894479751586914, 1.5465046167373657, 0.0, 0.0, 0.15291450917720795, 0.0, 1.8798704147338867, 1.7482500076293945, 0.0, 0.0, 0.0, 0.0, 0.0, 1.83512544631958, 0.0, 0.0, 0.0, 0.0, 0.6445741057395935, 0.0, 0.0, 0.0, 2.6767940521240234, 0.0, 3.6845974922180176, 0.0, 4.382848739624023, 0.0, 3.8678877353668213, 0.0, 0.0, 0.0, 2.9093337059020996, 5.074597358703613, 0.0, 2.5065956115722656, 0.0, 0.0, 0.43238532543182373, 0.0, 0.9133802652359009, 0.0, 0.0, 2.5510668754577637, 0.0, 0.0, 0.0, 0.0, 0.0, 4.222111225128174, 0.0, 0.0, 0.0, 0.0946187674999237, 1.6410821676254272, 0.8900739550590515]"
3,"[0.0, 4.161931037902832, 0.0, 0.0, 2.2241365909576416, 2.7051029205322266, 1.9305992126464844, 0.0, 2.9168779850006104, 1.37789785861969, 0.0, 0.0, 0.12940219044685364, 0.0, 1.6186270713806152, 1.6013991832733154, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7967443466186523, 0.0, 0.0, 0.0, 0.0, 0.7744964361190796, 0.0, 0.0, 0.0, 2.5420713424682617, 0.0, 3.338346004486084, 0.0, 3.932288885116577, 0.0, 3.676330327987671, 0.0, 0.0, 0.0, 2.9816336631774902, 4.852038383483887, 0.0, 2.4383363723754883, 0.0, 0.0, 0.36155766248703003, 0.0, 0.7482583522796631, 0.0, 0.0, 2.346200942993164, 0.0, 0.0, 0.0, 0.0, 0.0, 4.066333770751953, 0.0, 0.0, 0.0, 0.11313723772764206, 1.6059985160827637, 0.8067677021026611]"
333,"[0.0, 4.4306535720825195, 0.0, 0.0, 2.3965420722961426, 2.8124513626098633, 2.024056911468506, 0.0, 3.063115119934082, 1.4540187120437622, 0.0, 0.0, 0.07850757241249084, 0.0, 1.710342288017273, 1.710561752319336, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8664865493774414, 0.0, 0.0, 0.0, 0.0, 0.8004531860351562, 0.0, 0.0, 0.0, 2.634528160095215, 0.0, 3.499199151992798, 0.0, 4.209266185760498, 0.0, 3.836958885192871, 0.0, 0.0, 0.0, 3.030223846435547, 5.004725456237793, 0.0, 2.5376336574554443, 0.0, 0.0, 0.40671399235725403, 0.0, 0.8248453140258789, 0.0, 0.0, 2.4234797954559326, 0.0, 0.0, 0.0, 0.0, 0.0, 4.163544654846191, 0.0, 0.0, 0.0, 0.1054861918091774, 1.6771917343139648, 0.7842673063278198]"
619,"[0.0, 4.224895000457764, 0.0, 0.0, 2.3958301544189453, 2.6218819618225098, 2.0607471466064453, 0.0, 2.860210418701172, 1.417805552482605, 0.0, 0.0, 0.1645786017179489, 0.0, 1.7054110765457153, 1.7262096405029297, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8059425354003906, 0.0, 0.0, 0.0, 0.0, 0.6735171675682068, 0.0, 0.0, 0.0, 2.486773729324341, 0.0, 3.480358600616455, 0.0, 4.046931266784668, 0.0, 3.7029364109039307, 0.0, 0.0, 0.0, 2.8075060844421387, 4.840063095092773, 0.0, 2.419851303100586, 0.0, 0.0, 0.4021291732788086, 0.0, 0.8327863812446594, 0.0, 0.0, 2.4059932231903076, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9763875007629395, 0.0, 0.0, 0.0, 0.07590360194444656, 1.5703270435333252, 0.7827942371368408]"
394,"[0.0, 4.06962776184082, 0.0, 0.0, 2.204113483428955, 2.490715980529785, 1.909576416015625, 0.0, 2.7937097549438477, 1.2859357595443726, 0.0, 0.0, 0.10135924816131592, 0.0, 1.5130672454833984, 1.5676970481872559, 0.0, 0.0, 0.0, 0.0, 0.0, 1.706003189086914, 0.0, 0.0, 0.0, 0.0, 0.7368295192718506, 0.0, 0.0, 0.0, 2.433633327484131, 0.0, 3.139238119125366, 0.0, 3.771028995513916, 0.0, 3.600864887237549, 0.0, 0.0, 0.0, 2.7607455253601074, 4.71444034576416, 0.0, 2.2689313888549805, 0.0, 0.0, 0.32030272483825684, 0.0, 0.7176125049591064, 0.0, 0.0, 2.2191414833068848, 0.0, 0.0, 0.0, 0.0, 0.0, 3.707287549972534, 0.0, 0.0, 0.0, 0.05913553386926651, 1.4479495286941528, 0.8018641471862793]"
795,"[0.0, 4.255736351013184, 0.0, 0.0, 2.3177483081817627, 2.8869001865386963, 1.8606865406036377, 0.0, 2.966836452484131, 1.3951208591461182, 0.0, 0.0, 0.041776686906814575, 0.0, 1.4949240684509277, 1.626327633857727, 0.0, 0.0, 0.0, 0.0, 0.0, 1.913956642150879, 0.0, 0.0, 0.0, 0.0, 0.7896275520324707, 0.0, 0.0, 0.0, 2.698539972305298, 0.0, 3.3286328315734863, 0.0, 3.909510374069214, 0.0, 3.822213649749756, 0.0, 0.0, 0.0, 3.156850814819336, 4.960695743560791, 0.0, 2.5411593914031982, 0.0, 0.0, 0.3615502715110779, 0.0, 0.6637541055679321, 0.0, 0.0, 2.375257730484009, 0.0, 0.0, 0.0, 0.0, 0.0, 4.174386501312256, 0.0, 0.0, 0.0, 0.19541479647159576, 1.5574822425842285, 0.8415029048919678]"
844,"[0.0, 4.365940570831299, 0.0, 0.0, 2.455265522003174, 2.8187334537506104, 2.0234105587005615, 0.0, 2.9701406955718994, 1.4774140119552612, 0.0, 0.0, 0.09507450461387634, 0.0, 1.64993417263031, 1.7508472204208374, 0.0, 0.0, 0.0, 0.0, 0.0, 2.013171672821045, 0.0, 0.0, 0.0, 0.0, 0.7381035089492798, 0.0, 0.0, 0.0, 2.6994996070861816, 0.0, 3.622565746307373, 0.0, 4.193038463592529, 0.0, 3.9098806381225586, 0.0, 0.0, 0.0, 3.1924140453338623, 5.039667129516602, 0.0, 2.5922350883483887, 0.0, 0.0, 0.4222787916660309, 0.0, 0.7718058228492737, 0.0, 0.0, 2.466036319732666, 0.0, 0.0, 0.0, 0.0, 0.0, 4.244408130645752, 0.0, 0.0, 0.0, 0.1574636697769165, 1.6478145122528076, 0.7668777704238892]"
545,"[0.0, 4.249705791473389, 0.0, 0.0, 2.2114548683166504, 2.7599716186523438, 1.9771239757537842, 0.0, 3.0076045989990234, 1.478348970413208, 0.0, 0.0, 0.14159932732582092, 0.0, 1.6506028175354004, 1.65151846408844, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7492210865020752, 0.0, 0.0, 0.0, 0.0, 0.7273744940757751, 0.0, 0.0, 0.0, 2.620089530944824, 0.0, 3.3933005332946777, 0.0, 4.057246685028076, 0.0, 3.692471981048584, 0.0, 0.0, 0.0, 2.9985249042510986, 4.904454708099365, 0.0, 2.552187919616699, 0.0, 0.0, 0.405001699924469, 0.0, 0.7952024936676025, 0.0, 0.0, 2.4105210304260254, 0.0, 0.0, 0.0, 0.0, 0.0, 4.119036674499512, 0.0, 0.0, 0.0, 0.08949719369411469, 1.6129649877548218, 0.86414635181427]"
623,"[0.0, 4.349640846252441, 0.0, 0.0, 2.2340002059936523, 3.059751510620117, 1.9147758483886719, 0.0, 3.0540080070495605, 1.497926950454712, 0.0, 0.0, 0.11542129516601562, 0.0, 1.5306668281555176, 1.550475835800171, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7870372533798218, 0.0, 0.0, 0.0, 0.0, 0.8701421022415161, 0.0, 0.0, 0.0, 2.727041244506836, 0.0, 3.3266239166259766, 0.0, 3.9508092403411865, 0.0, 3.8076024055480957, 0.0, 0.0, 0.0, 3.1304636001586914, 5.022612571716309, 0.0, 2.5635178089141846, 0.0, 0.0, 0.369571328163147, 0.0, 0.6351732611656189, 0.0, 0.0, 2.37888765335083, 0.0, 0.0, 0.0, 0.0, 0.0, 4.280550479888916, 0.0, 0.0, 0.0, 0.11056013405323029, 1.6117992401123047, 0.8762485980987549]"
185,"[0.0, 4.173973560333252, 0.0, 0.0, 2.20326828956604, 2.94258975982666, 1.8869459629058838, 0.0, 2.9492855072021484, 1.404771327972412, 0.0, 0.0, 0.030803948640823364, 0.0, 1.4698703289031982, 1.5527197122573853, 0.0, 0.0, 0.0, 0.0, 0.0, 1.83415949344635, 0.0, 0.0, 0.0, 0.0, 0.8696528077125549, 0.0, 0.0, 0.0, 2.655907392501831, 0.0, 3.2687158584594727, 0.0, 3.8247628211975098, 0.0, 3.6864938735961914, 0.0, 0.0, 0.0, 3.1725804805755615, 4.800607681274414, 0.0, 2.569753885269165, 0.0, 0.0, 0.40113043785095215, 0.0, 0.5691470503807068, 0.0, 0.0, 2.267946481704712, 0.0, 0.0, 0.0, 0.0, 0.0, 4.159496307373047, 0.0, 0.0, 0.0, 0.12107119709253311, 1.5549848079681396, 0.8096451759338379]"
39,"[0.0, 4.198915004730225, 0.0, 0.0, 2.2655489444732666, 3.0166616439819336, 1.821988821029663, 0.0, 2.932587146759033, 1.4189283847808838, 0.0, 0.0, 0.09297509491443634, 0.0, 1.4987679719924927, 1.5063683986663818, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7239747047424316, 0.0, 0.0, 0.0, 0.0, 0.8624640107154846, 0.0, 0.0, 0.0, 2.651327610015869, 0.0, 3.257547378540039, 0.0, 3.8103771209716797, 0.0, 3.6602039337158203, 0.0, 0.0, 0.0, 3.0318570137023926, 4.801665306091309, 0.0, 2.470491886138916, 0.0, 0.0, 0.394120454788208, 0.0, 0.6295655965805054, 0.0, 0.0, 2.288377523422241, 0.0, 0.0, 0.0, 0.0, 0.0, 4.178712844848633, 0.0, 0.0, 0.0, 0.1689797192811966, 1.607015609741211, 0.8153411746025085]"
423,"[0.0, 4.128850936889648, 0.0, 0.0, 2.341865301132202, 2.7933149337768555, 1.9073235988616943, 0.0, 2.8821821212768555, 1.3244441747665405, 0.0, 0.0, 0.09010161459445953, 0.0, 1.4956910610198975, 1.5796664953231812, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8002451658248901, 0.0, 0.0, 0.0, 0.0, 0.7704533338546753, 0.0, 0.0, 0.0, 2.6055397987365723, 0.0, 3.30051326751709, 0.0, 3.7932729721069336, 0.0, 3.7196450233459473, 0.0, 0.0, 0.0, 2.993238925933838, 4.820520877838135, 0.0, 2.4450221061706543, 0.0, 0.0, 0.3560860753059387, 0.0, 0.6471797227859497, 0.0, 0.0, 2.266895294189453, 0.0, 0.0, 0.0, 0.0, 0.0, 4.034918308258057, 0.0, 0.0, 0.0, 0.12299545109272003, 1.499839425086975, 0.8312693238258362]"
727,"[0.0, 3.9521164894104004, 0.0, 0.0, 2.150667667388916, 2.60331392288208, 1.7977664470672607, 0.0, 2.754138708114624, 1.2830774784088135, 0.0, 0.0, 0.08579146862030029, 0.0, 1.4263181686401367, 1.4626926183700562, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7478920221328735, 0.0, 0.0, 0.0, 0.0, 0.7927261590957642, 0.0, 0.0, 0.0, 2.451260566711426, 0.0, 3.0739707946777344, 0.0, 3.654796600341797, 0.0, 3.5723438262939453, 0.0, 0.0, 0.0, 2.7898406982421875, 4.644776344299316, 0.0, 2.2522406578063965, 0.0, 0.0, 0.3158096671104431, 0.0, 0.6764324903488159, 0.0, 0.0, 2.1945178508758545, 0.0, 0.0, 0.0, 0.0, 0.0, 3.811673164367676, 0.0, 0.0, 0.0, 0.14407303929328918, 1.4000177383422852, 0.8004006147384644]"
577,"[0.0, 3.9695982933044434, 0.0, 0.0, 2.4070684909820557, 2.427905321121216, 2.035210609436035, 0.0, 2.6463701725006104, 1.4135900735855103, 0.0, 0.0, 0.15330156683921814, 0.0, 1.6516876220703125, 1.6897079944610596, 0.0, 0.0, 0.0, 0.0, 0.0, 1.638356328010559, 0.0, 0.0, 0.0, 0.0, 0.5818475484848022, 0.0, 0.0, 0.0, 2.3992786407470703, 0.0, 3.414651393890381, 0.0, 3.929020881652832, 0.0, 3.4913668632507324, 0.0, 0.0, 0.0, 2.632760524749756, 4.518228054046631, 0.0, 2.3085765838623047, 0.0, 0.0, 0.41685694456100464, 0.0, 0.7368561029434204, 0.0, 0.0, 2.192413568496704, 0.0, 0.0, 0.0, 0.0, 0.0, 3.6418309211730957, 0.0, 0.0, 0.0, 0.1395108997821808, 1.4449691772460938, 0.7505778074264526]"
58,"[0.0, 4.387768745422363, 0.0, 0.0, 2.396811008453369, 2.9568142890930176, 1.943087100982666, 0.0, 3.021461009979248, 1.4666048288345337, 0.0, 0.0, 0.07024876773357391, 0.0, 1.6934633255004883, 1.6946274042129517, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8975791931152344, 0.0, 0.0, 0.0, 0.0, 0.807927668094635, 0.0, 0.0, 0.0, 2.625227928161621, 0.0, 3.5541434288024902, 0.0, 4.185051918029785, 0.0, 3.846545457839966, 0.0, 0.0, 0.0, 3.1253209114074707, 4.976269245147705, 0.0, 2.5617730617523193, 0.0, 0.0, 0.41862189769744873, 0.0, 0.8028383851051331, 0.0, 0.0, 2.45015287399292, 0.0, 0.0, 0.0, 0.0, 0.0, 4.257842540740967, 0.0, 0.0, 0.0, 0.20142494142055511, 1.728302001953125, 0.7307615280151367]"
219,"[0.0, 4.327572822570801, 0.0, 0.0, 2.3530325889587402, 3.0029168128967285, 1.9342007637023926, 0.0, 2.964592933654785, 1.5012272596359253, 0.0, 0.0, 0.13144323229789734, 0.0, 1.612617015838623, 1.6112653017044067, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8907933235168457, 0.0, 0.0, 0.0, 0.0, 0.8145358562469482, 0.0, 0.0, 0.0, 2.7060933113098145, 0.0, 3.4602489471435547, 0.0, 4.095472812652588, 0.0, 3.831942558288574, 0.0, 0.0, 0.0, 3.136303424835205, 4.954268455505371, 0.0, 2.5125319957733154, 0.0, 0.0, 0.4089183807373047, 0.0, 0.769469141960144, 0.0, 0.0, 2.362713575363159, 0.0, 0.0, 0.0, 0.0, 0.0, 4.234342575073242, 0.0, 0.0, 0.0, 0.1904933601617813, 1.6658520698547363, 0.7692900896072388]"
99,"[0.0, 4.146242618560791, 0.0, 0.0, 2.3296303749084473, 2.650381088256836, 1.927977442741394, 0.0, 2.8901255130767822, 1.3057620525360107, 0.0, 0.0, 0.0992097556591034, 0.0, 1.5330569744110107, 1.5888192653656006, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8601032495498657, 0.0, 0.0, 0.0, 0.0, 0.7668527364730835, 0.0, 0.0, 0.0, 2.52776837348938, 0.0, 3.2670376300811768, 0.0, 3.8703665733337402, 0.0, 3.7267045974731445, 0.0, 0.0, 0.0, 2.927812099456787, 4.849743843078613, 0.0, 2.376307964324951, 0.0, 0.0, 0.3311746120452881, 0.0, 0.7571408748626709, 0.0, 0.0, 2.295159339904785, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9604334831237793, 0.0, 0.0, 0.0, 0.13880908489227295, 1.49674391746521, 0.813698410987854]"
